order_id;client_id;client_name;product_id;product_name;quantity;unit_price;order_date;delivery_date;status;region;sales_rep;operational_data
ORD-001254;CLI-0172;Keystone Analytics;PRD-0057;Cooling Unit CU8;215;8251.27;19/08/2022;05-Sep-2022;cancelled;Central;David Osei;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""fe8fbf0218e8d625341dcf20326a92ed"", ""platform"": ""mobile"", ""version"": ""4.0.19""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001646;CLI-0169;Crestline Partners;PRD-0015;Temperature Unit T3;250;5501.95;23-Apr-2023;08/05/2023;confirmed;North;Clara Hughes;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""5a4278d5f67188a34681fdc5e831aa5a"", ""platform"": ""web"", ""version"": ""3.6.20""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003097;CLI-0143;RedLine Operations;PRD-0049;Data Logger Pro;335;5399.03;08-08-2022;16-Sep-2022;cancelled;South;Grace Kim;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""618c92fb39a3f484391e326fd37f3190"", ""platform"": ""api"", ""version"": ""2.4.14""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-000946;CLI-0051;Solaris Networks;PRD-0053;Temperature Unit T3;76;7733.74;2022-06-29;2022-07-15;confirmed;South;Irene Lopes;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""bd3b1b0769ee6eb88a0b94ece923b78b"", ""platform"": ""api"", ""version"": ""2.2.1""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003297;CLI-0176;Delta Logistics;PRD-0033;Control Panel X1;494;5525.28;2024-04-22;05-21-2024;delivered;South;Alice Martin;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""ff139dc4c55c7f982e1a73d8ca1d2a9d"", ""platform"": ""web"", ""version"": ""1.5.17""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001189;CLI-0106;JetPath Services;PRD-0901;Power Converter DC;390;6237.02;2022-10-01;11-11-2022;delivered;Central;David Osei;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""e18600b1403ef3360cb2ca31dc6d623d"", ""platform"": ""api"", ""version"": ""2.6.7""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004704;CLI-0094;Evergreen Solutions;PRD-0024;Relay Module 12A;424;1576.60;10-Mar-2024;29-Apr-2024;shipped;South;Frank Duval;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""928d62d5ca4fda1c46c5b374c1873be3"", ""platform"": ""mobile"", ""version"": ""3.2.5""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-003143;CLI-0035;TrueNorth Holdings;PRD-0008;Data Logger Pro;439;7913.20;02-May-2024;05-20-2024;confirmed;North;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""818832ab7e1b5057264c970e9b925bf9"", ""platform"": ""desktop"", ""version"": ""2.1.4""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004289;CLI-0188;TrueNorth Holdings;PRD-0080;Power Converter DC;448;2832.22;14/02/2024;18-Mar-2024;pending;Central;  Clara Hughes;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""f13ae5ba4de9997e33b8e2b2bfefb176"", ""platform"": ""api"", ""version"": ""4.9.6""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001082;CLI-0200;BlueWave Industries;PRD-0048;Signal Booster SB7;472;2602.25;10-11-2024;10/12/2024;pending;North;Grace Kim;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""6be32da7886970dc9809d82f3faddf82"", ""platform"": ""api"", ""version"": ""2.2.7""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004001;CLI-0024;;PRD-0035;Wireless Module WM1;400;6190.64;03-07-2022;2022-04-25;pending;West;Grace Kim;"{""shipping"": {""method"": ""standard"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""f740e0afaa9d9ccb427aa94af47dcd85"", ""platform"": ""api"", ""version"": ""4.5.6""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-001756;CLI-0043;Keystone Analytics;PRD-0041;Smart Gateway 500;346;8018.03;18-Aug-2024;06-Oct-2024;confirmed;North;Elena Moss;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""7f6b6e2128e20a1eaed715389edc460e"", ""platform"": ""desktop"", ""version"": ""1.2.7""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-002839;CLI-0101;Evergreen Solutions;PRD-0033;Power Converter DC;342;4,311.62;2022-11-12;11-29-2022;delivered;Central;Elena Moss;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""522ed5084500fbf39c47c89a1cc1411e"", ""platform"": ""desktop"", ""version"": ""1.8.5""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003147;CLI-0198;  Crestline Partners  ;PRD-0005;Edge Router ER6;163;8,319.29;10-31-2024;2024-11-18;delivered;West;  Bob Carter;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""b045aa910fb4e26693f68911eac7a1e4"", ""platform"": ""web"", ""version"": ""2.1.9""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-002784;CLI-0053;Solaris Networks;PRD-0026;Edge Router ER6;181;8578.03;11-16-2024;01-13-2025;pending;West;David Osei;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""85646c21b7cf63d59d1b6d7247b5027c"", ""platform"": ""desktop"", ""version"": ""1.9.6""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001384;CLI-0123;JetPath Services;PRD-0011;Data Logger Pro;435;6887.73;08-12-2024;14/09/2024;cancelled;West;James Ford;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""07da1e20c13ca2ec6bdb63cd1803d39e"", ""platform"": ""mobile"", ""version"": ""4.9.18""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000414;CLI-0171;Crestline Partners;PRD-0004;Edge Router ER6;83;4604.30;22-Nov-2022;04-Dec-2022;cancelled;Central;Alice Martin;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""16d28aabf049c9159725974838f85eef"", ""platform"": ""api"", ""version"": ""1.7.3""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-004508;CLI-0157;TrueNorth Holdings;PRD-0032;Battery Pack BP3;429;4754.37;06/01/2022;2022-02-06;delivered;South;Hassan Ali;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""a172490500a610bed389d4be7728715f"", ""platform"": ""web"", ""version"": ""4.5.14""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-003784;CLI-0169;Quantum Ventures;PRD-0030;Industrial Sensor v2;488;9208.52;01-05-2022;2022-01-20;shipped;East;Bob Carter;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""790e194e3bb3e601d5e30d608a7bc60a"", ""platform"": ""web"", ""version"": ""4.6.12""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000515;CLI-0184;Solaris Networks;PRD-0056;Battery Pack BP3;353;9604.40;2024-06-21;08-10-2024;cancelled;North;Frank Duval;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""7c4718c8f4d5965302520dad669a43c3"", ""platform"": ""api"", ""version"": ""4.9.10""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001512;CLI-0081;NovaTech Solutions;PRD-0092;Flow Meter FM9;253;4690.80;25-Jan-2024;02-28-2024;shipped;West;Hassan Ali;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": """"}, ""device"": {""fingerprint"": ""296ccdd79fed65b026f5d6801fa42a94"", ""platform"": ""desktop"", ""version"": ""4.6.3""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-000212;CLI-0039;  Acme Corp  ;PRD-0057;Signal Booster SB7;482;1211.63;08-20-2023;27/08/2023;confirmed;North;Hassan Ali;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""86718553d365eecebd18a5898683573f"", ""platform"": ""desktop"", ""version"": ""4.6.12""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-000220;CLI-0040;Keystone Analytics;PRD-0059;Wireless Module WM1; 72 ;9180.83;2023-01-16;2023-01-22;confirmed;South;Alice Martin;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""b7b7b9d781f4e931c3dc36d46a34530e"", ""platform"": ""api"", ""version"": ""3.2.2""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-002558;CLI-0022;PinPoint Retail;PRD-0030;Pressure Gauge PG4;116;4141.89;2023-09-24;10-24-2023;confirmed;East;Frank Duval;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""e5209f6aa1e956997dbed4a42beb9b35"", ""platform"": ""api"", ""version"": ""2.1.5""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-002247;CLI-0014;BlueWave Industries;PRD-0901;Signal Booster SB7;117;5768.60;04-10-2022;2022-05-23;cancelled;South;Hassan Ali;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""607d54472ffe53d88f39f28a7cee8769"", ""platform"": ""web"", ""version"": ""2.2.18""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004071;CLI-0057;Horizon Tech;PRD-0092;Control Panel X1;12;9275.82;2022-08-04;2022-08-13;shipped;North;Elena Moss;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""122ef0c536b48d1b4722e415285a0602"", ""platform"": ""desktop"", ""version"": ""2.0.9""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001262;CLI-0198;TrueNorth Holdings;PRD-0009;Battery Pack BP3;41;9042.64;05-20-2023;05-27-2023;delivered;East;Elena Moss;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""01afbfe168d7ae5a8e1fcff0851dc80d"", ""platform"": ""web"", ""version"": ""4.1.11""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001050;CLI-0151;Luminary Group;PRD-0036;Network Switch NS2;345;1138.85;21/05/2024;;pending;North;Bob Carter;"{""shipping"": {""method"": ""standard"", ""priority"": 1, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""336287f019053bf02b5802e8deaa8832"", ""platform"": ""web"", ""version"": ""3.3.20""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-004662;CLI-0143;Horizon Tech;PRD-0094;Control Panel X1;159;8037.77;03-Sep-2023;30/10/2023;delivered;South;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""4766a7b126f42779d18913153b309e68"", ""platform"": ""web"", ""version"": ""1.6.6""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-000373;CLI-0142;Acme Corp;PRD-0016;Industrial Sensor v2;126;2142.30;04/06/2024;15/07/2024;delivered;West;David Osei;"{""shipping_method"": ""express"", ""contact_email"": ""ops51@novatech.io"", ""expedited"": false}"
ORD-002350;CLI-0074;RedLine Operations;PRD-0026;Temperature Unit T3;487;5904.01;2023-03-07;2023-03-12;confirmed;North;Frank Duval;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": """"}, ""device"": {""fingerprint"": ""dc50da30ac56ce82d78f50e89e3c108c"", ""platform"": ""api"", ""version"": ""1.9.9""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001332;CLI-0192;Keystone Analytics;PRD-0059;Industrial Sensor v2;170;1361.91;30-Dec-2022;01-08-2023;confirmed;North;Bob Carter;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""41f4821c68606536bda1d47c6d71dda3"", ""platform"": ""mobile"", ""version"": ""2.0.14""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-003291;CLI-0134;;PRD-0055;Temperature Unit T3;232;491.30;05-12-2022;2022-05-16;pending;North;Elena Moss;"{""shipping"": {""method"": ""express"", ""priority"": 2, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""fcfce12832def924fe63067fe35de87f"", ""platform"": ""mobile"", ""version"": ""4.9.11""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-000242;CLI-0052;Quantum Ventures;PRD-0043;Relay Module 12A;314;9266.51;03-22-2022;21-Apr-2022;shipped;North;Grace Kim;"{""shipping"": {""method"": ""express"", ""priority"": 2, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""ee935974a03e4480f766fc4d868fca49"", ""platform"": ""web"", ""version"": ""4.9.6""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004642;CLI-0129;Solaris Networks;PRD-0081;Signal Booster SB7;82;4788.04;05-Aug-2024;09-15-2024;shipped;South;Frank Duval;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""fc8fd0177ffc075f7b65f85e8645f2e4"", ""platform"": ""mobile"", ""version"": ""4.0.11""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-002484;CLI-0011;Keystone Analytics;PRD-0042;Power Converter DC;225;3819.82;30-Jan-2023;29/03/2023;pending;South;Irene Lopes;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""520e99d01b9eff751a657950c0ef9657"", ""platform"": ""web"", ""version"": ""3.3.5""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004656;CLI-0195;JetPath Services;PRD-0026;Wireless Module WM1;26;2321.35;16/10/2022;24/11/2022;shipped;Central;David Osei;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""7a338a349df9b6e39822c9c30e8470f7"", ""platform"": ""web"", ""version"": ""4.3.20""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-000977;CLI-0148;Offshore Dynamics;PRD-0045;Smart Gateway 500;368;4525.36;18/08/2024;2024-09-29;delivered;North;David Osei;"{""shipping"": {""method"": ""standard"", ""priority"": 1, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""d691bc493c967b5e4d1c1e5306f9a7a5"", ""platform"": ""web"", ""version"": ""4.5.13""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003131;CLI-0040;Keystone Analytics;PRD-0908;Relay Module 12A;459;4834.97;2023-07-21;08-28-2023;shipped;Central;David Osei;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""0b7d8a7fd08206ce27507a07ec7ad825"", ""platform"": ""desktop"", ""version"": ""2.8.1""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004571;CLI-0116;Horizon Tech;PRD-0056;Wireless Module WM1;328;1452.79;23/06/2022;05-Aug-2022;delivered;Central;Elena Moss;"{""shipping"": {""method"": ""express"", ""priority"": 3, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""afe9ccdc32bb0ce81ca4eede105b4488"", ""platform"": ""web"", ""version"": ""1.7.1""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-004702;CLI-0056;Acme Corp;PRD-0027;Control Panel X1;112;9871.44;01-29-2022;16-Feb-2022;delivered;North;Bob Carter;"{""shipping"": {""method"": ""standard"", ""priority"": 1, ""instructions"": """"}, ""device"": {""fingerprint"": ""0bd09b5773d583fdd0cbde3acedb0647"", ""platform"": ""api"", ""version"": ""2.3.20""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003667;CLI-0062;TrueNorth Holdings;PRD-0043;Network Switch NS2;427;3177.37;05-07-2023;06-30-2023;delivered;West;Bob Carter;"{""shipping_method"": ""overnight"", ""contact_email"": ""ops42@novatech.io"", ""expedited"": false}"
ORD-000748;CLI-0042;Acme Corp;PRD-0077;Temperature Unit T3;442;7056.76;2022-03-28;05-24-2022;confirmed;East;Frank Duval;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""6a8d993da062fb3f4535dbe3b7a9c1ee"", ""platform"": ""web"", ""version"": ""3.3.1""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-004829;CLI-0012;PinPoint Retail;PRD-0025;Industrial Sensor v2;22;322.71;07-28-2022;08-12-2022;pending;North;Elena Moss;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""7104cdca0ec29f1612ee53783ac00bdd"", ""platform"": ""web"", ""version"": ""1.3.12""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-004459;CLI-0166;GlobalNex;PRD-0039;Flow Meter FM9;144;7713.36;13/07/2022;2022-07-23;cancelled;South;Frank Duval;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""abd1166c5ff5dace10c0c6d1c72d757e"", ""platform"": ""desktop"", ""version"": ""1.5.7""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-001589;CLI-0108;Crestline Partners;PRD-0024;Control Panel X1;155;195.15;04-Jul-2023;09/08/2023;pending;North;Alice Martin;"{""shipping_method"": ""economy"", ""contact_email"": ""ops95@novatech.io"", ""expedited"": true}"
ORD-000407;CLI-0070;Meridian Exports;PRD-0045;Temperature Unit T3;427;3308.42;31/07/2022;18-Aug-2022;shipped;East;Irene Lopes;"{""shipping"": {""method"": ""express"", ""priority"": 2"
ORD-004781;CLI-0067;BlueWave Industries;PRD-0017;Relay Module 12A;284;1532.63;01-03-2024;29/02/2024;cancelled;West;Alice Martin;"{""shipping"": {""method"": ""standard"", ""priority"": 2, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""c4328ea75425bcd358491d4b0d65862d"", ""platform"": ""web"", ""version"": ""3.2.20""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-003117;CLI-0153;Crestline Partners;PRD-0066;Pressure Gauge PG4;67;6647.45;16-Aug-2022;18/08/2022;cancelled;East;David Osei;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""c7d806913237e4176f36e2d53fce66b1"", ""platform"": ""web"", ""version"": ""3.1.14""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-003424;CLI-0142;TrueNorth Holdings;PRD-0051;Relay Module 12A;406;754.86;17/07/2024;23-Aug-2024;confirmed;South;David Osei;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""d6d01a750b2b823cbb484d49ce25702d"", ""platform"": ""mobile"", ""version"": ""1.9.9""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-002391;CLI-0044;Solaris Networks;PRD-0096;Wireless Module WM1;101;5222.56;15/04/2024;06-07-2024;shipped;Central;Clara Hughes;
ORD-000120;CLI-0176;Offshore Dynamics;PRD-0078;Control Panel X1;214;8332.47;08-Jan-2024;28/02/2024;shipped;North;Hassan Ali;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""f738f54a2d8c51387fccc8edd910fcfc"", ""platform"": ""web"", ""version"": ""1.8.1""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-004629;CLI-0177;RedLine Operations;PRD-0097;Industrial Sensor v2;97;2655.83;2023-08-11;05/10/2023;shipped;East;Clara Hughes;"{""shipping"": {""method"": ""overnight"", ""priority"": 1, ""instructions"": ""Signature required""}, ""device"": {""fingerprint"": ""a872679566508fa661a6dc400e83e6c5"", ""platform"": ""web"", ""version"": ""3.4.17""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003114;CLI-0149;Solaris Networks;PRD-0079;Control Panel X1;158;3926.78;14/12/2024;2025-01-03;confirmed;East;David Osei;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""14111c4d6c67a9fc612c6b93ee123fbd"", ""platform"": ""mobile"", ""version"": ""1.8.6""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-001291;CLI-0010;Quantum Ventures;PRD-0028;Cooling Unit CU8;89;6085.09;06-Oct-2022;10-12-2022;pending;East;Frank Duval;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": """"}, ""device"": {""fingerprint"": ""360fc7bdbbafbf340acc5eb120c8df3b"", ""platform"": ""mobile"", ""version"": ""3.1.14""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003647;CLI-0013;Evergreen Solutions;PRD-0062;Smart Gateway 500;380;5506.20;18/08/2023;08-26-2023;pending;Central;James Ford;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""Leave at door""}, ""device"": {""fingerprint"": ""10b758ce68896ad31f44b703fd9c88b6"", ""platform"": ""web"", ""version"": ""3.1.6""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-002378;CLI-0095;GlobalNex;PRD-0018;Industrial Sensor v2;196;5162.63;2023-06-28;16-Aug-2023;shipped;Central;Grace Kim;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""fa911834702651d5c5bc229135b398b1"", ""platform"": ""api"", ""version"": ""3.2.18""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-003884;CLI-0094;GlobalNex;PRD-0045;Signal Booster SB7 ;454;2288.23;2024-09-23;10-22-2024;pending;North;David Osei;
ORD-001033;CLI-0191;Evergreen Solutions;PRD-0098;Temperature Unit T3;170pcs;8447.06;08/11/2022;03/12/2022;pending;North;Hassan Ali;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""886f540b16d22341819c74818d7afcec"", ""platform"": ""web"", ""version"": ""3.8.5""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-000792;CLI-0198;Luminary Group;PRD-0086;Flow Meter FM9;217;3102.99;23/05/2022;07-01-2022;delivered;South;Irene Lopes;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""ca3bf2375159903ac2e993fce16b3387"", ""platform"": ""api"", ""version"": ""2.4.17""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001199;CLI-0902;TrueNorth Holdings;PRD-0086;Flow Meter FM9;363;7271.35;02-05-2024;21-Mar-2024;delivered;East;Clara Hughes;"{""shipping"": {""method"": ""express"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""b4ea73569655f1a196c326e1f94112c5"", ""platform"": ""mobile"", ""version"": ""3.7.9""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-003387;CLI-0028;Horizon Tech;PRD-0013;Wireless Module WM1;106;4939.84;2023-06-19;2023-08-11;pending;Central;Clara Hughes;"{""shipping"": {""method"": ""standard"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""5aacb216df6c52616a88fc022b23f2d9"", ""platform"": ""mobile"", ""version"": ""4.8.16""}, ""flags"": {""is_bulk"": true, ""is_international"": false}}"
ORD-002854;CLI-0071;Solaris Networks;PRD-0075;Industrial Sensor v2;11;8676.74;2024-09-21;30-Sep-2024;pending;West;Alice Martin;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": ""Call before delivery""}, ""device"": {""fingerprint"": ""068f4a64f2f230ddc4dbf8a15f662f17"", ""platform"": ""desktop"", ""version"": ""1.1.9""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-002327;CLI-0100;Quantum Ventures;PRD-0051;Edge Router ER6;1;1094.73;24-Jan-2023;2023-03-01;delivered;West;Bob Carter;"{""shipping"": {""method"": ""overnight"", ""priority"": 3, ""instructions"": ""Fragile handle with care""}, ""device"": {""fingerprint"": ""1d912f0864da2a4d91ede143b47a5c69"", ""platform"": ""desktop"", ""version"": ""3.9.3""}, ""flags"": {""is_bulk"": false, ""is_international"": false}}"
ORD-001630;CLI-0174;BlueWave Industries;PRD-0021;Flow Meter FM9;268;6246.84;04-15-2024;18/05/2024;;East;Irene Lopes;"{""shipping"": {""method"": ""economy"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""249c228618750e0143496328812b6c00"", ""platform"": ""web"", ""version"": ""4.8.12""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-001720;CLI-0099;Crestline Partners;PRD-0021;Smart Gateway 500;455;1014.68;02-11-2023;04-05-2023;;South;Grace Kim;"{""shipping"": {""method"": ""economy"", ""priority"": 3, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""a4033e06bf71d53e10bd710c3d840760"", ""platform"": ""web"", ""version"": ""1.9.13""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
ORD-001052;CLI-0059;Solaris Networks;PRD-0094;Pressure Gauge PG4;391;9550.39;03-01-2022;26/04/2022;;Central;David Osei;"{""shipping"": {""method"": ""overnight"", ""priority"": 2, ""instructions"": """"}, ""device"": {""fingerprint"": ""d8ae43cc8fe5e64caeb70ccfac85ab4c"", ""platform"": ""mobile"", ""version"": ""3.8.5""}, ""flags"": {""is_bulk"": false, ""is_international"": true}}"
ORD-003192;CLI-0115;GlobalNex;PRD-0066;Flow Meter FM9;37;3783.70;14/05/2022;2022-06-23;pending;North;Elena Moss;"{""shipping"": {""method"": ""economy"", ""priority"": 1, ""instructions"": ""No instructions""}, ""device"": {""fingerprint"": ""28a45a458cb058bba72f9cdab5c4d602"", ""platform"": ""mobile"", ""version"": ""1.8.4""}, ""flags"": {""is_bulk"": true, ""is_international"": true}}"
